condition_id,split,work_mj_m3,loading_angle_deg,effective_plastic_strain,stress_radius_mpa,sigma11_mpa,sigma22_mpa,sigma12_mpa
TS244,train,5.0,100.0,0.021053866,271.89044,77.691765,260.50565,-5.0207663
TS244,train,5.0,120.0,0.025519598,225.71179,-30.607431,222.93565,-17.569641
TS244,train,5.0,140.0,0.028100647,203.39954,-187.69717,75.690605,-20.299381
TS244,train,5.0,160.0,0.021228474,268.9195,-264.7569,-46.666473,-6.6112995
TS244,train,10.0,0.0,0.03325313,349.0376,312.40167,155.37929,-9.472552
TS244,train,10.0,20.0,0.030321406,385.78937,311.51938,227.41557,-8.442569
TS244,train,10.0,40.0,0.029905181,389.52594,295.2254,254.03638,-6.1602435
TS244,train,10.0,60.0,0.030249996,386.3774,267.8909,278.4206,-1.9843873
TS244,train,10.0,80.0,0.032044355,366.87814,220.47658,293.23703,1.3042338
TS244,train,10.0,100.0,0.03821457,309.04678,90.15553,295.5559,-5.3475947
TS244,train,10.0,120.0,0.046136186,257.78598,-33.40277,254.88133,-19.322807
TS244,train,10.0,140.0,0.05110687,229.63643,-213.29973,82.40669,-21.100863
TS244,train,10.0,160.0,0.038691767,301.64813,-297.42868,-49.70474,-7.5627007
TS271,train,0.25,0.0,0.0011917088,237.14069,220.83803,85.563896,-11.432516
TS271,train,0.25,20.0,0.0010697825,264.10657,219.05562,147.0339,-12.114129
TS271,train,0.25,40.0,0.0010275417,272.53177,204.33128,179.60974,-16.192572
TS271,train,0.25,60.0,0.001056159,268.906,178.08229,200.64703,-18.364086
TS271,train,0.25,80.0,0.0011643551,243.97842,123.24594,210.10033,-12.958353
TS271,train,0.25,100.0,0.0013495135,206.04688,34.253307,203.15013,2.269667
TS271,train,0.25,120.0,0.0015498075,178.00691,-46.600506,170.81305,18.337017
TS271,train,0.25,140.0,0.0016579651,164.10384,-135.83409,88.9838,23.67086
TS271,train,0.25,160.0,0.0014020274,199.49004,-198.65543,-7.148466,16.553705
TS271,train,0.5,0.0,0.0022176537,248.33913,228.22502,97.42658,-9.418068
TS271,train,0.5,20.0,0.0019963074,274.02463,224.68748,156.33633,-12.636859
TS271,train,0.5,40.0,0.0019248743,281.81863,210.83609,186.13916,-17.932203
TS271,train,0.5,60.0,0.0019649812,279.00616,187.63731,205.4462,-20.592176
TS271,train,0.5,80.0,0.0021559244,258.19965,141.35657,215.34451,-17.283762
TS271,train,0.5,100.0,0.0025338223,214.4624,40.356373,210.62172,1.3262314
TS271,train,0.5,120.0,0.0029220278,185.47688,-43.03758,179.39272,19.135386
TS271,train,0.5,140.0,0.003157905,169.33658,-141.183,90.16357,24.75181
TS271,train,0.5,160.0,0.0026210973,209.62401,-208.465,-15.893206,14.98384
TS271,train,0.75,0.0,0.0032143958,255.64867,233.47618,103.78584,-8.573975
TS271,train,0.75,20.0,0.0028929696,281.27454,229.46713,162.1224,-13.240754
TS271,train,0.75,40.0,0.0027984518,289.02075,216.03534,191.04483,-19.0652
TS271,train,0.75,60.0,0.0028454075,286.68597,194.29556,209.66917,-21.806637
TS271,train,0.75,80.0,0.0031095615,267.6126,151.9952,219.39703,-19.305864
TS271,train,0.75,100.0,0.003685346,220.15106,43.33903,215.84053,0.90632814
TS271,train,0.75,120.0,0.004248128,190.84941,-41.95535,185.17456,19.306904
TS271,train,0.75,140.0,0.0046175215,173.23349,-145.21869,91.10803,24.91239
TS271,train,0.75,160.0,0.0037937039,216.26207,-214.87256,-19.915636,14.1543455
TS271,train,1.0,0.0,0.004178694,260.911,237.69347,107.272675,-8.250123
TS271,train,1.0,20.0,0.0037753435,287.59686,233.91963,166.7392,-13.836815
TS271,train,1.0,40.0,0.0036597962,295.37964,220.73894,195.26073,-19.917252
TS271,train,1.0,60.0,0.003712128,293.3987,199.8176,213.6422,-22.640781
TS271,train,1.0,80.0,0.004027876,274.73322,159.10924,223.02322,-20.436117
TS271,train,1.0,100.0,0.0048109614,224.72598,45.03705,220.16568,0.70050573
TS271,train,1.0,120.0,0.005542449,195.39198,-41.683765,189.91179,19.330593
TS271,train,1.0,140.0,0.0060462784,176.70314,-148.81186,91.97335,24.89702
TS271,train,1.0,160.0,0.0049352897,221.41086,-219.89275,-21.936014,13.721263
TS271,train,2.0,0.0,0.0078898305,277.1689,251.76872,115.65562,-7.6733956
TS271,train,2.0,20.0,0.0071309693,307.38943,248.93575,179.66121,-15.525755
TS271,train,2.0,40.0,0.0069271247,315.56354,236.14822,208.15553,-22.036633
TS271,train,2.0,60.0,0.00699559,314.48026,216.1802,227.05418,-24.701397
TS271,train,2.0,80.0,0.0075242664,296.4067,178.17058,235.76425,-22.950304
TS271,train,2.0,100.0,0.009119916,238.74396,48.12463,233.84229,0.6936976
TS271,train,2.0,120.0,0.010473476,209.8223,-42.702717,204.53188,19.197802
TS271,train,2.0,140.0,0.011519038,188.29428,-160.65625,95.07168,24.60771
TS271,train,2.0,160.0,0.009299106,236.42108,-234.81177,-24.05766,13.401212
TS271,train,5.0,0.0,0.018093986,309.01657,280.8864,128.62671,-7.0155997
TS271,train,5.0,20.0,0.016256396,347.96753,280.6684,204.88002,-18.18856
TS271,train,5.0,40.0,0.015812868,357.25903,268.2048,234.64418,-25.343485
TS271,train,5.0,60.0,0.01588989,357.67575,249.03415,255.19826,-28.066385
TS271,train,5.0,80.0,0.016951486,337.35794,209.25887,263.30646,-26.281952
TS271,train,5.0,100.0,0.020944832,267.12683,52.850586,261.8411,1.6741637
TS271,train,5.0,120.0,0.023794904,238.87029,-46.804092,233.44923,19.231243
TS271,train,5.0,140.0,0.02644255,212.35886,-184.14867,102.88505,24.499153
TS271,train,5.0,160.0,0.021227365,264.68674,-263.29037,-22.809679,14.729838
TS271,train,10.0,0.0,0.033379946,343.422,311.8883,143.61897,-6.1580024
TS271,train,10.0,20.0,0.029755166,390.36978,313.98972,231.09306,-19.87529
TS271,train,10.0,40.0,0.028959816,400.89468,301.18948,263.1452,-27.496393
TS271,train,10.0,60.0,0.029001996,402.44116,282.98837,284.51166,-30.488876
TS271,train,10.0,80.0,0.030872159,378.4389,238.27365,292.64096,-28.335663
TS271,train,10.0,100.0,0.038600534,297.63284,59.39238,291.63412,2.718623
TS271,train,10.0,120.0,0.04341744,269.04633,-51.76066,263.25137,20.136566
TS271,train,10.0,140.0,0.048606213,237.32423,-207.39629,112.49092,25.599941
TS271,train,10.0,160.0,0.039090663,293.2974,-292.11246,-19.709593,17.469542
TS297,train,0.25,0.0,0.0011424334,244.95197,226.32176,92.74317,12.351617
TS297,train,0.25,20.0,0.0010363195,267.6127,225.10408,143.18112,20.817123
TS297,train,0.25,40.0,0.0010150059,273.0882,211.18245,171.54393,23.443884
TS297,train,0.25,60.0,0.0010545957,263.327,179.46614,191.37721,22.037682
TS297,train,0.25,80.0,0.0011780238,237.56264,123.975784,201.65843,19.22202
TS297,train,0.25,100.0,0.0013755996,200.66853,38.998,196.15091,16.449223
TS297,train,0.25,120.0,0.0016488245,167.51553,-39.345333,161.87302,17.338076
TS297,train,0.25,140.0,0.0017356819,157.80275,-139.2361,72.58741,15.392959
TS297,train,0.25,160.0,0.0013796375,206.0526,-204.76985,-22.04444,3.227614
TS297,train,0.5,0.0,0.0021372866,257.2978,234.36569,104.92926,16.13297
TS297,train,0.5,20.0,0.0019466169,278.32892,231.5719,152.53473,23.8999
TS297,train,0.5,40.0,0.0019091105,283.22165,219.30418,177.25278,26.479807
TS297,train,0.5,60.0,0.0019840898,276.77777,193.65994,196.07936,25.565222
TS297,train,0.5,80.0,0.0021937368,250.92123,139.53021,207.41945,21.088509
TS297,train,0.5,100.0,0.0025925217,209.0919,44.399147,203.6074,17.074812
TS297,train,0.5,120.0,0.003104971,175.36882,-35.574432,170.7647,18.057236
TS297,train,0.5,140.0,0.003282351,164.93266,-148.9434,68.96306,16.108845
TS297,train,0.5,160.0,0.0025525272,219.05296,-216.54091,-32.949493,1.346462
TS297,train,0.75,0.0,0.0030907195,264.73465,239.77408,110.79338,17.725828
TS297,train,0.75,20.0,0.0028389434,286.34937,236.92088,158.7774,25.575092
TS297,train,0.75,40.0,0.0027840452,290.58795,224.97847,181.76485,28.060717
TS297,train,0.75,60.0,0.002872176,284.4055,200.43974,199.94229,27.041187
TS297,train,0.75,80.0,0.0031730703,260.43817,149.75377,211.88773,22.351095
TS297,train,0.75,100.0,0.0037715319,214.79015,46.65971,208.92647,17.531229
TS297,train,0.75,120.0,0.004509729,180.66653,-34.48984,176.39183,18.342451
TS297,train,0.75,140.0,0.0047720103,170.18633,-155.55624,67.09622,16.1509
TS297,train,0.75,160.0,0.0036726145,226.58223,-223.4631,-37.440033,0.37535197
TS297,train,1.0,0.0,0.0040246774,271.0215,244.5932,115.20139,18.832325
TS297,train,1.0,20.0,0.0036967085,292.68195,241.5963,163.0656,26.51297
TS297,train,1.0,40.0,0.0036314519,296.77362,229.72821,185.61536,29.092813
TS297,train,1.0,60.0,0.0037406378,290.99612,205.92928,203.66663,28.132872
TS297,train,1.0,80.0,0.004123452,267.88702,156.94914,215.84448,23.25862
TS297,train,1.0,100.0,0.004921724,219.33716,47.756454,213.32774,17.87122
TS297,train,1.0,120.0,0.0058770925,185.01096,-34.339993,180.85033,18.517473
TS297,train,1.0,140.0,0.006221867,174.67395,-160.92696,65.98498,16.054888
TS297,train,1.0,160.0,0.0047618453,232.40738,-228.95177,-39.92365,-0.16552213
TS297,train,2.0,0.0,0.007588082,289.8963,260.24014,125.97854,21.079397
TS297,train,2.0,20.0,0.006993177,314.16577,258.05304,176.80933,29.107008
TS297,train,2.0,40.0,0.0068852413,317.57062,245.6771,198.69725,31.831884
TS297,train,2.0,60.0,0.007057291,311.51584,221.42964,216.96684,30.600628
TS297,train,2.0,80.0,0.00770784,288.9793,174.02664,229.30394,25.36273
TS297,train,2.0,100.0,0.00933454,233.60352,49.41455,227.5463,18.747736
TS297,train,2.0,120.0,0.011081993,198.63107,-35.805103,194.45093,19.00327
TS297,train,2.0,140.0,0.0117140375,188.96576,-176.95923,64.43177,15.542959
TS297,train,2.0,160.0,0.008906747,249.43462,-245.5532,-43.82568,-0.7486266
TS297,train,5.0,0.0,0.017282408,326.6499,292.28616,143.87447,23.855394
TS297,train,5.0,20.0,0.015891025,357.45135,292.03165,203.50601,32.77582
TS297,train,5.0,40.0,0.015707795,360.13757,277.92377,226.24559,35.642258
TS297,train,5.0,60.0,0.016056964,352.783,251.1943,245.3898,33.780212
TS297,train,5.0,80.0,0.017383078,328.46103,201.1617,258.1152,28.233671
TS297,train,5.0,100.0,0.02138419,262.75925,52.382656,256.69815,20.113058
TS297,train,5.0,120.0,0.0251637,225.88771,-40.81575,221.27606,19.90569
TS297,train,5.0,140.0,0.02642491,217.18684,-206.58638,65.34646,14.898542
TS297,train,5.0,160.0,0.020153021,282.00925,-278.06445,-47.00178,-0.4422065
TS297,train,10.0,0.0,0.031694453,365.06348,325.956,162.32,26.004595
TS297,train,10.0,20.0,0.02901369,401.88766,326.50366,231.6169,35.5336
TS297,train,10.0,40.0,0.02874572,404.2787,310.59366,255.96698,38.127884
TS297,train,10.0,60.0,0.029371995,395.78247,282.1462,275.2396,35.78338
TS297,train,10.0,80.0,0.03168491,368.3219,226.8903,288.55563,30.28934
TS297,train,10.0,100.0,0.039284058,294.243,58.191628,287.63153,21.46594
TS297,train,10.0,120.0,0.045915794,254.43127,-45.969864,249.40446,20.480547
TS297,train,10.0,140.0,0.04793643,245.9818,-235.98999,67.78961,14.842899
TS297,train,10.0,160.0,0.03683098,315.5971,-311.69168,-49.49518,-0.2048893
TS298,test,0.25,0.0,0.0013270717,207.18925,188.15578,86.57586,4.4836354
TS298,test,0.25,20.0,0.001118681,256.10025,183.56361,178.40053,6.583632
TS298,test,0.25,40.0,0.0009913024,281.83633,168.35022,225.93256,5.3055596
TS298,test,0.25,60.0,0.00094771385,289.63705,150.54108,247.40991,3.8799334
TS298,test,0.25,80.0,0.0009873612,285.11523,129.587,253.93852,3.5818284
TS298,test,0.25,100.0,0.0010942825,266.50293,99.34132,247.22594,4.6941123
TS298,test,0.25,120.0,0.0014664582,208.49364,33.63929,205.46858,7.496026
TS298,test,0.25,140.0,0.0020510205,133.88313,-116.933304,64.35073,8.980435
TS298,test,0.25,160.0,0.0015806252,175.1488,-174.50069,-14.718794,2.383228
TS298,test,0.5,0.0,0.0025043366,216.69601,194.63374,94.94394,7.560857
TS298,test,0.5,20.0,0.0020592767,273.1246,187.04004,198.85594,7.7534037
TS298,test,0.5,40.0,0.0018635348,295.5357,170.94295,241.01411,5.6525793
TS298,test,0.5,60.0,0.0017994279,299.64896,154.96017,256.43732,4.078935
TS298,test,0.5,80.0,0.0018493884,295.24887,136.35492,261.85214,3.5459116
TS298,test,0.5,100.0,0.0020047557,281.00333,110.40677,258.36655,4.2500906
TS298,test,0.5,120.0,0.0025878919,235.53021,56.14021,228.62982,6.7379255
TS298,test,0.5,140.0,0.0038557157,142.6731,-130.96672,55.72501,9.63761
TS298,test,0.5,160.0,0.0029742103,183.40248,-182.43848,-18.712778,1.4366317
TS298,test,0.75,0.0,0.0036423302,223.15768,199.22142,100.13374,9.090147
TS298,test,0.75,20.0,0.0029592842,283.58917,190.03685,210.32826,8.063983
TS298,test,0.75,40.0,0.0026928799,302.82574,173.95323,247.80382,5.9635544
TS298,test,0.75,60.0,0.0026178202,306.8886,158.52979,262.73486,4.389259
TS298,test,0.75,80.0,0.0026788698,302.71945,140.51854,268.103,3.7422223
TS298,test,0.75,100.0,0.0028809148,289.92007,115.81126,265.75192,4.124808
TS298,test,0.75,120.0,0.0036197205,248.88177,65.89266,239.92015,6.084171
TS298,test,0.75,140.0,0.0055695116,148.62016,-138.8415,52.093014,9.709097
TS298,test,0.75,160.0,0.004317069,189.08055,-187.99161,-20.239443,0.968611
TS298,test,1.0,0.0,0.004751361,228.37985,203.14964,103.86598,9.964845
TS298,test,1.0,20.0,0.0038261418,291.15503,192.9652,217.86092,8.328656
TS298,test,1.0,40.0,0.0035117615,309.6261,176.95245,254.00116,6.2800097
TS298,test,1.0,60.0,0.0034288783,313.7167,161.95885,268.6361,4.705946
TS298,test,1.0,80.0,0.0034980562,309.78372,144.35397,274.06616,3.9451516
TS298,test,1.0,100.0,0.0037340757,297.2649,119.66284,272.0847,4.121461
TS298,test,1.0,120.0,0.004606763,257.8074,71.40281,247.65643,5.6653214
TS298,test,1.0,140.0,0.0072257393,153.28284,-144.42883,50.4108,9.667735
TS298,test,1.0,160.0,0.0056228465,193.84567,-192.69939,-21.037895,0.70079356
TS298,test,2.0,0.0,0.008976502,244.10873,215.90349,113.322105,11.524649
TS298,test,2.0,20.0,0.00713134,313.13123,203.97655,237.39613,9.365862
TS298,test,2.0,40.0,0.0066297012,330.8476,188.18181,272.0144,7.4757514
TS298,test,2.0,60.0,0.0065031243,335.89954,173.47923,287.57736,5.7185006
TS298,test,2.0,80.0,0.0066061225,332.69376,155.94484,293.84402,4.689617
TS298,test,2.0,100.0,0.0069642137,320.6908,130.5209,292.8961,4.3280454
TS298,test,2.0,120.0,0.008309618,280.83646,82.20391,268.4937,4.7641354
TS298,test,2.0,140.0,0.0134614,166.7989,-159.10454,49.165245,9.502665
TS298,test,2.0,160.0,0.010577977,209.12578,-207.8964,-22.64129,0.22215101
TS298,test,5.0,0.0,0.02049042,275.19366,242.60957,129.22055,13.19835
TS298,test,5.0,20.0,0.016090369,353.85373,228.99516,269.52762,11.337522
TS298,test,5.0,40.0,0.015110257,374.1192,213.35677,307.17065,9.499327
TS298,test,5.0,60.0,0.014831746,382.04913,198.6306,326.27127,7.3816648
TS298,test,5.0,80.0,0.014992196,380.14,179.63834,334.96436,5.946999
TS298,test,5.0,100.0,0.015637698,368.46375,151.0002,336.067,4.8423295
TS298,test,5.0,120.0,0.018220648,321.85974,96.53622,307.02225,3.4337978
TS298,test,5.0,140.0,0.030106548,192.01279,-184.49887,52.289967,9.73811
TS298,test,5.0,160.0,0.023878368,240.26517,-238.87973,-25.764019,-0.20072451
TS298,test,10.0,0.0,0.037573863,308.47662,271.50586,145.73883,14.233339
TS298,test,10.0,20.0,0.02939849,395.0421,256.4574,300.21448,12.614851
TS298,test,10.0,40.0,0.027678985,418.847,241.12233,342.3148,10.647325
TS298,test,10.0,60.0,0.02710419,429.8684,225.98262,365.5758,8.543747
TS298,test,10.0,80.0,0.027303005,429.31445,204.62344,377.35327,6.683223
TS298,test,10.0,100.0,0.028306914,418.04575,172.16576,380.91302,5.1435657
TS298,test,10.0,120.0,0.0327505,364.061,109.94229,347.05527,2.3956606
TS298,test,10.0,140.0,0.0544397,217.4584,-209.50015,57.335495,10.511221
TS298,test,10.0,160.0,0.043317735,272.17575,-270.62076,-29.048996,-0.44307193
TS300,val,0.25,0.0,0.0012818407,216.47876,199.55997,83.119835,10.988318
TS300,val,0.25,20.0,0.0011180708,249.6713,195.97284,154.18944,11.657384
TS300,val,0.25,40.0,0.001042211,264.25766,180.68935,192.3757,13.010275
TS300,val,0.25,60.0,0.001036905,265.81342,158.44447,213.02022,13.134593
TS300,val,0.25,80.0,0.0011044093,252.55896,121.376144,221.20325,10.501527
TS300,val,0.25,100.0,0.0012756782,221.73483,60.919563,213.14716,2.1651757
TS300,val,0.25,120.0,0.0016054023,176.59828,-15.45837,175.60416,-9.253246
TS300,val,0.25,140.0,0.0018545358,147.56538,-124.8008,77.31441,-14.761268
TS300,val,0.25,160.0,0.0015293875,181.47954,-180.96518,-6.1732616,-11.868151
TS300,val,0.5,0.0,0.002406844,227.199,206.70871,93.665794,10.79162
TS300,val,0.5,20.0,0.0020884478,261.79156,201.14276,167.03497,12.917428
TS300,val,0.5,40.0,0.0019723428,275.69495,185.72319,203.20393,14.919014
TS300,val,0.5,60.0,0.0019580147,276.40854,166.06639,220.44585,15.067335
TS300,val,0.5,80.0,0.0020703166,264.6658,133.39682,228.21745,13.017372
TS300,val,0.5,100.0,0.0023704704,234.22256,71.45513,223.01178,4.1245937
TS300,val,0.5,120.0,0.002971128,188.94542,-6.3372164,188.60406,-9.116982
TS300,val,0.5,140.0,0.0035114046,154.03896,-133.36351,75.556496,-15.263612
TS300,val,0.5,160.0,0.0028708077,190.28772,-189.59058,-10.985809,-11.935721
TS300,val,0.75,0.0,0.0034906054,234.26064,211.83807,99.42211,10.812085
TS300,val,0.75,20.0,0.0030316368,270.4092,205.4925,175.22133,13.804479
TS300,val,0.75,40.0,0.0028632001,282.8132,189.70345,209.17201,15.566758
TS300,val,0.75,60.0,0.0028538865,284.05655,171.23729,226.08577,15.847085
TS300,val,0.75,80.0,0.0029971143,272.30585,139.5453,233.41171,13.912489
TS300,val,0.75,100.0,0.0034231553,241.99385,76.56458,229.50812,4.966143
TS300,val,0.75,120.0,0.0042690057,196.48242,-2.348727,196.25818,-9.03552
TS300,val,0.75,140.0,0.0051087486,158.62059,-138.65878,75.514496,-15.212779
TS300,val,0.75,160.0,0.0041642957,196.20918,-195.41316,-12.903027,-12.041338
TS300,val,1.0,0.0,0.004542895,239.87148,216.20456,103.31816,10.888804
TS300,val,1.0,20.0,0.003945826,277.07443,209.4737,180.78972,14.332304
TS300,val,1.0,40.0,0.0037376431,289.281,193.49744,214.43813,16.076172
TS300,val,1.0,60.0,0.003718858,290.28983,175.236,230.85683,16.297087
TS300,val,1.0,80.0,0.003903483,279.0035,144.55104,238.19011,14.576443
TS300,val,1.0,100.0,0.00444422,248.02475,79.63636,234.83006,5.38503
TS300,val,1.0,120.0,0.005523164,202.21199,-0.29435495,202.00938,-9.03069
TS300,val,1.0,140.0,0.0066649476,162.50092,-142.7821,76.106766,-15.078473
TS300,val,1.0,160.0,0.005422643,201.03566,-200.19162,-13.805679,-12.166112
TS300,val,2.0,0.0,0.00856289,256.94632,230.56197,112.86728,11.115274
TS300,val,2.0,20.0,0.007418826,297.65964,223.4579,196.03487,15.431269
TS300,val,2.0,40.0,0.007070998,310.05255,206.73314,230.42372,17.28869
TS300,val,2.0,60.0,0.0070422255,311.65826,188.81572,247.32207,17.6434
TS300,val,2.0,80.0,0.007357167,300.02368,158.33774,254.33073,16.100267
TS300,val,2.0,100.0,0.008327518,266.36847,86.71018,251.78833,6.0114174
TS300,val,2.0,120.0,0.010262555,218.84045,2.733301,218.62453,-9.325303
TS300,val,2.0,140.0,0.012586183,174.78384,-154.74225,79.94172,-14.611967
TS300,val,2.0,160.0,0.01021053,216.11499,-215.2268,-14.902831,-12.688902
TS300,val,5.0,0.0,0.019496286,289.7993,259.93152,127.670006,10.936365
TS300,val,5.0,20.0,0.016812287,338.70935,253.72986,223.75905,16.645542
TS300,val,5.0,40.0,0.016094709,352.6806,235.43689,261.88824,19.173574
TS300,val,5.0,60.0,0.016001886,355.48596,217.16882,280.73505,19.894457
TS300,val,5.0,80.0,0.016671548,341.60068,183.00458,287.8603,18.352423
TS300,val,5.0,100.0,0.018833546,302.5471,98.10794,286.1307,6.227662
TS300,val,5.0,120.0,0.022992045,250.64052,4.836266,250.37119,-10.561815
TS300,val,5.0,140.0,0.028557578,199.46756,-177.60388,89.684105,-14.17488
TS300,val,5.0,160.0,0.02313782,246.31767,-245.41158,-15.780113,-14.019223
TS300,val,10.0,0.0,0.035732564,324.20447,290.83304,142.88933,10.359477
TS300,val,10.0,20.0,0.030651603,381.45285,285.7333,252.13295,17.080029
TS300,val,10.0,40.0,0.029383443,397.27127,266.59238,293.82846,20.44023
TS300,val,10.0,60.0,0.029169051,401.33984,247.91667,314.86954,21.636223
TS300,val,10.0,80.0,0.030400082,384.27975,207.69635,322.6932,20.055853
TS300,val,10.0,100.0,0.034333266,340.4837,110.13386,322.1214,6.1214457
TS300,val,10.0,120.0,0.041640606,283.81473,5.984675,283.48392,-12.322448
TS300,val,10.0,140.0,0.052030254,225.07202,-201.35225,99.55145,-14.289517
TS300,val,10.0,160.0,0.042153385,277.74722,-276.78098,-17.054232,-15.651107
